"",">40hrs/week",">$14/hr","no kids","age <40yrs","not disabled","after 1983"
"181",0,0,0,1,1,1
"182",1,1,0,1,1,0
"183",0,1,0,1,1,0
"184",0,1,0,1,1,0
"185",0,1,0,1,1,0
"186",1,1,0,1,1,0
"187",0,1,0,1,1,1
"188",0,1,0,1,1,1
"189",0,1,0,1,1,1
"190",0,1,0,0,1,1
"191",1,1,0,0,1,1
"192",0,1,1,0,1,0
"193",0,1,1,0,1,0
"194",1,1,1,0,1,0
"195",0,1,1,0,1,0
"196",1,1,1,0,1,0
"197",0,1,1,0,1,1
"198",0,1,1,0,1,1
"199",0,1,1,0,1,1
"200",0,1,1,0,1,1
"201",0,1,1,0,1,1
"202",1,0,0,1,1,0
"203",1,0,0,1,1,0
"204",1,0,0,1,1,0
"205",0,0,0,0,1,0
"206",0,0,0,0,1,0
"207",0,0,0,0,1,1
"208",0,0,0,0,1,1
"209",0,0,0,0,1,1
"210",0,0,0,0,0,1
"211",0,0,0,0,1,1
"212",0,1,1,1,1,0
"213",1,1,1,1,1,0
"214",1,1,0,1,1,0
"215",1,1,0,1,1,0
"216",1,1,0,1,1,0
"217",1,1,0,1,1,1
"218",1,1,0,1,1,1
"219",1,1,0,1,1,1
"220",1,1,0,1,1,1
"221",0,1,0,1,1,1
"222",0,0,0,1,1,0
"223",0,0,0,1,1,0
"224",0,0,0,1,1,0
"225",0,0,0,1,1,0
"226",0,0,0,1,1,0
"227",0,0,0,1,1,1
"228",1,0,0,1,1,1
"229",0,0,0,1,1,1
"230",1,0,0,1,1,1
"231",1,0,0,1,1,1
"232",1,1,0,0,1,0
"233",1,1,0,0,1,0
"234",1,1,0,0,1,0
"235",1,1,0,0,1,0
"236",1,1,0,0,1,0
"237",1,1,1,0,1,1
"238",1,1,1,0,1,1
"239",1,1,1,0,1,1
"240",1,1,1,0,1,1
"241",1,1,1,0,1,1
"242",0,0,0,0,0,0
"243",0,0,0,0,1,0
"244",0,0,0,0,1,0
"245",0,0,0,0,1,0
"246",0,0,0,0,1,0
"247",0,0,0,0,1,1
"248",0,0,0,0,1,1
"249",0,0,0,0,1,1
"250",0,0,1,0,1,1
"251",0,0,1,0,1,1
"252",1,1,0,0,1,0
"253",1,1,0,0,1,0
"254",1,1,0,0,1,0
"255",1,1,0,0,1,0
"256",0,1,0,0,1,0
"257",1,1,0,0,1,1
"258",0,0,0,0,1,1
"259",0,0,0,0,1,1
"260",1,1,0,0,1,1
"261",1,0,0,0,1,1
"262",0,0,0,0,1,0
"263",0,0,0,0,1,0
"264",0,0,0,0,1,0
"265",0,0,0,0,0,0
"266",0,0,0,0,1,0
"267",0,0,1,0,1,1
"268",0,0,1,0,1,1
"269",0,0,1,0,1,1
"270",0,0,1,0,0,1
"271",0,0,1,0,1,1
"272",1,1,0,1,1,0
"273",1,1,0,1,1,0
"274",1,1,0,1,1,0
"275",1,1,0,1,1,0
"276",1,1,0,1,1,0
"277",1,1,0,1,1,1
"278",1,1,0,1,1,1
"279",1,1,0,1,1,1
"280",1,1,0,0,1,1
"281",1,1,0,0,1,1
"282",0,0,0,1,1,0
"283",0,0,0,1,1,0
"284",0,1,0,1,1,0
"285",1,0,0,1,1,0
"286",1,1,0,1,1,0
"287",0,1,0,1,1,1
"288",0,0,0,1,1,1
"289",1,0,0,0,1,1
"290",0,1,0,0,1,1
"291",1,0,0,0,1,1
"292",0,1,1,1,1,0
"293",0,0,1,1,1,0
"294",0,0,1,1,1,0
"295",0,0,1,1,1,0
"296",0,0,1,1,1,0
"297",0,0,1,1,1,1
"298",0,0,1,1,1,1
"299",0,0,1,1,1,1
"300",0,0,1,0,1,1
"301",0,1,1,0,1,1
"302",1,0,0,1,1,0
"303",0,0,0,1,1,0
"304",1,0,0,1,1,0
"305",1,0,0,1,1,0
"306",1,0,0,1,1,0
"307",1,0,0,1,1,1
"308",1,0,0,1,1,1
"309",1,0,0,1,1,1
"310",0,0,0,1,1,1
"311",0,0,0,1,1,1
"312",0,0,0,1,1,0
"313",0,0,0,1,1,0
"314",0,0,0,1,1,0
"315",0,0,0,1,1,0
"316",0,0,0,0,1,0
"317",0,0,0,0,1,1
"318",0,0,0,0,1,1
"319",0,0,0,0,1,1
"320",0,0,0,0,1,1
"321",0,0,0,0,1,1
"322",1,0,1,1,1,0
"323",1,0,1,1,1,0
"324",0,0,0,1,1,0
"325",0,0,0,1,1,0
"326",1,0,0,1,1,0
"327",0,0,0,1,1,1
"328",0,1,0,1,1,1
"329",1,0,0,1,1,1
"330",0,1,0,1,1,1
"331",0,1,0,1,1,1
"332",0,1,1,1,1,0
"333",0,1,0,1,1,0
"334",0,1,0,1,1,0
"335",1,1,0,1,1,0
"336",0,1,0,1,1,0
"337",0,1,0,1,1,1
"338",1,1,0,1,1,1
"339",1,1,0,1,1,1
"340",1,1,0,1,1,1
"341",1,1,0,1,1,1
"342",0,1,0,1,1,0
"343",0,1,0,0,1,0
"344",0,1,0,0,1,0
"345",1,1,1,0,1,0
"346",0,1,1,0,1,0
"347",0,1,1,0,1,1
"348",1,1,1,0,1,1
"349",1,1,1,0,1,1
"350",0,1,1,0,1,1
"351",0,1,1,0,1,1
"352",1,1,1,0,1,0
"353",1,1,1,0,1,0
"354",1,1,1,0,1,0
"355",1,1,1,0,1,0
"356",1,1,1,0,1,0
"357",1,1,1,0,1,1
"358",1,1,1,0,1,1
"359",1,1,1,0,1,1
"360",1,1,1,0,1,1
"361",1,1,1,0,1,1
"362",0,1,1,1,1,0
"363",0,1,1,1,1,0
"364",0,1,1,1,1,0
"365",0,1,1,1,1,0
"366",0,1,1,1,1,0
"367",0,1,1,1,1,1
"368",0,1,1,1,1,1
"369",0,1,1,1,1,1
"370",0,1,0,1,1,1
"371",0,1,0,1,1,1
"372",0,1,0,1,1,0
"373",0,1,0,1,1,0
"374",0,1,0,0,1,0
"375",0,1,0,0,1,0
"376",0,1,0,0,1,0
"377",0,1,0,0,1,1
"378",1,1,0,0,1,1
"379",0,1,0,0,1,1
"380",0,1,0,0,1,1
"381",0,1,0,0,1,1
"382",0,1,0,0,1,0
"383",0,1,0,0,1,0
"384",0,1,0,0,1,0
"385",0,1,0,0,1,0
"386",0,1,0,0,1,0
"387",0,1,1,0,1,1
"388",0,1,1,0,1,1
"389",0,1,1,0,0,1
"390",1,1,1,0,0,1
"391",1,1,1,0,0,1
"392",1,1,0,0,1,0
"393",1,1,0,0,1,0
"394",1,1,0,0,1,0
"395",1,1,0,0,1,0
"396",1,1,0,0,1,0
"397",1,1,0,0,1,1
"398",1,1,0,0,1,1
"399",1,1,0,0,1,1
"400",1,1,0,0,1,1
"401",1,1,0,0,1,1
"402",1,0,0,1,1,0
"403",0,0,0,1,1,0
"404",0,1,0,1,1,0
"405",0,1,0,1,1,0
"406",0,1,0,1,1,0
"407",0,1,0,1,1,1
"408",0,1,0,1,1,1
"409",0,1,0,1,1,1
"410",0,1,0,1,1,1
"411",0,1,0,1,1,1
"412",1,1,0,1,1,0
"413",1,1,0,1,1,0
"414",1,1,0,1,1,0
"415",0,1,0,1,1,0
"416",1,1,0,0,1,0
"417",1,1,0,0,1,1
"418",1,0,0,0,1,1
"419",1,1,0,0,1,1
"420",0,1,0,0,1,1
"421",1,1,1,0,1,1
"422",1,1,0,1,1,0
"423",0,1,0,1,1,0
"424",0,1,0,1,1,0
"425",0,1,0,1,1,0
"426",0,0,0,1,1,0
"427",0,0,0,1,1,1
"428",0,1,0,1,1,1
"429",0,1,0,1,1,1
"430",0,0,0,1,1,1
"431",0,1,0,0,1,1
"432",1,0,0,1,1,0
"433",1,0,0,1,1,0
"434",1,0,0,1,1,0
"435",1,0,0,1,1,0
"436",1,0,0,1,1,0
"437",1,0,0,1,1,1
"438",1,0,0,1,1,1
"439",1,0,0,1,1,1
"440",1,0,0,1,1,1
"441",1,0,0,0,1,1
"442",0,1,0,1,1,0
"443",0,1,0,1,1,0
"444",1,1,0,1,1,0
"445",0,1,0,1,1,0
"446",0,1,0,1,1,0
"447",1,1,0,1,1,1
"448",1,1,0,1,1,1
"449",1,1,0,1,1,1
"450",1,1,0,1,0,1
"451",1,1,0,1,1,1
"452",0,0,0,1,1,0
"453",0,0,0,1,1,0
"454",0,0,0,1,1,0
"455",0,0,0,1,1,0
"456",0,0,0,1,1,0
"457",0,0,0,1,1,1
"458",0,0,0,1,1,1
"459",0,0,0,1,1,1
"460",1,0,0,1,1,1
"461",1,0,0,1,1,1
"462",1,1,0,0,1,0
"463",1,1,1,0,1,0
"464",1,1,1,0,1,0
"465",1,1,1,0,1,0
"466",1,1,1,0,1,0
"467",1,1,1,0,1,1
"468",1,1,1,0,1,1
"469",1,1,1,0,1,1
"470",1,1,1,0,1,1
"471",1,1,1,0,1,1
"472",1,0,0,1,1,0
"473",1,0,0,1,1,0
"474",1,1,0,1,1,0
"475",0,0,0,1,1,0
"476",0,1,0,1,1,0
"477",0,0,0,1,1,1
"478",0,1,0,1,1,1
"479",0,0,0,1,1,1
"480",0,0,0,1,1,1
"481",1,0,0,1,1,1
"482",1,0,0,1,1,0
"483",0,0,0,1,1,0
"484",0,0,0,1,1,0
"485",1,0,0,1,1,0
"486",1,0,0,1,1,0
"487",1,1,0,1,1,1
"488",1,0,0,1,1,1
"489",0,0,0,1,1,1
"490",0,0,0,1,1,1
"491",0,1,0,1,1,1
"492",1,1,0,1,1,0
"493",1,1,0,1,1,0
"494",1,1,0,1,1,0
"495",0,1,0,1,1,0
"496",1,1,0,1,1,0
"497",1,1,0,1,1,1
"498",1,1,0,1,1,1
"499",1,1,0,1,1,1
"500",1,1,0,1,1,1
"501",1,1,0,1,1,1
"502",0,1,1,1,1,0
"503",0,1,1,1,1,0
"504",0,1,1,1,1,0
"505",0,1,1,1,1,0
"506",0,1,1,1,1,0
"507",1,1,1,1,1,1
"508",1,1,1,1,1,1
"509",0,1,1,1,1,1
"510",1,1,0,1,1,1
"511",1,1,0,0,1,1
"512",1,1,1,0,1,0
"513",0,1,1,0,1,0
"514",0,1,1,0,1,0
"515",0,1,1,0,1,0
"516",1,1,1,0,1,0
"517",1,0,1,0,1,1
"518",0,1,1,0,1,1
"519",1,0,1,0,1,1
"520",0,0,1,0,1,1
"521",0,1,1,0,1,1
"522",0,0,1,0,1,0
"523",0,0,1,0,1,0
"524",0,0,1,0,1,0
"525",0,0,1,0,1,0
"526",0,0,1,0,1,0
"527",0,0,1,0,1,1
"528",0,0,1,0,1,1
"529",0,0,1,0,1,1
"530",0,0,1,0,1,1
"531",0,0,1,0,1,1
"532",0,1,0,1,1,0
"533",0,1,0,1,1,0
"534",0,1,0,1,1,0
"535",0,1,0,1,1,0
"536",0,1,0,0,1,0
"537",0,1,0,0,1,1
"538",0,1,0,0,1,1
"539",0,1,0,0,1,1
"540",0,1,0,0,1,1
"541",0,1,0,0,1,1
"542",0,1,0,1,1,0
"543",0,1,0,1,1,0
"544",0,1,0,1,1,0
"545",1,1,0,1,1,0
"546",0,1,0,1,1,0
"547",0,1,0,1,1,1
"548",0,1,0,1,1,1
"549",0,1,0,1,1,1
"550",0,1,0,0,1,1
"551",1,1,0,0,1,1
"552",1,1,0,0,1,0
"553",1,1,0,0,1,0
"554",1,1,0,0,1,0
"555",1,1,0,0,1,0
"556",1,1,0,0,1,0
"557",1,1,0,0,1,1
"558",0,1,0,0,1,1
"559",1,0,0,0,1,1
"560",1,1,0,0,1,1
"561",1,1,1,0,1,1
"562",1,1,1,1,1,0
"563",1,1,1,1,1,0
"564",1,1,1,1,1,0
"565",1,1,1,1,1,0
"566",1,1,0,1,1,0
"567",1,1,0,1,1,1
"568",1,1,0,1,1,1
"569",0,1,0,1,1,1
"570",1,1,0,1,1,1
"571",1,1,0,1,0,1
"572",0,0,0,0,1,0
"573",1,0,0,0,1,0
"574",0,0,0,0,1,0
"575",0,0,0,0,1,0
"576",1,0,1,0,1,0
"577",0,0,1,0,1,1
"578",0,0,1,0,1,1
"579",0,0,1,0,1,1
"580",0,0,1,0,1,1
"581",0,0,1,0,1,1
"582",1,1,1,1,1,0
"583",1,1,1,1,1,0
"584",0,1,0,1,1,0
"585",1,1,0,1,1,0
"586",1,1,0,1,1,0
"587",1,1,0,1,1,1
"588",1,1,0,1,1,1
"589",1,1,0,1,1,1
"590",1,1,0,1,1,1
"591",1,1,0,1,1,1
"592",1,1,0,1,1,0
"593",0,1,0,1,0,0
"594",0,1,0,1,1,0
"595",0,1,0,1,1,0
"596",0,1,0,1,1,0
"597",0,1,0,0,1,1
"598",0,1,0,0,1,1
"599",0,1,0,0,1,1
"600",0,1,0,0,1,1
"601",1,0,0,0,1,1
"602",1,1,0,1,1,0
"603",1,1,0,1,1,0
"604",1,1,0,0,1,0
"605",1,1,0,0,1,0
"606",1,1,0,0,1,0
"607",0,1,0,0,1,1
"608",0,1,1,0,1,1
"609",0,1,1,0,1,1
"610",0,1,1,0,1,1
"611",0,1,1,0,1,1
"612",1,1,0,1,1,0
"613",1,1,0,1,1,0
"614",0,1,0,1,1,0
"615",0,1,0,1,1,0
"616",0,1,0,1,1,0
"617",1,1,0,1,1,1
"618",1,1,0,0,1,1
"619",1,1,0,0,1,1
"620",1,1,0,0,1,1
"621",0,1,0,0,1,1
"622",1,0,1,0,1,0
"623",1,0,1,0,1,0
"624",0,0,1,0,1,0
"625",0,0,1,0,1,0
"626",0,0,1,0,1,0
"627",1,0,1,0,1,1
"628",1,0,1,0,1,1
"629",1,0,1,0,1,1
"630",1,0,1,0,1,1
"631",1,0,1,0,1,1
"632",1,1,0,0,1,0
"633",0,1,0,0,1,0
"634",0,1,0,0,1,0
"635",0,1,0,0,1,0
"636",0,1,0,0,1,0
"637",0,1,0,0,1,1
"638",1,1,0,0,1,1
"639",0,1,0,0,1,1
"640",0,1,0,0,1,1
"641",0,1,0,0,1,1
"642",1,0,0,0,1,0
"643",1,0,0,0,1,0
"644",0,0,0,0,1,0
"645",1,0,0,0,1,0
"646",1,0,0,0,1,0
"647",1,0,0,0,1,1
"648",1,0,0,0,1,1
"649",1,0,0,0,1,1
"650",1,0,0,0,1,1
"651",1,0,1,0,1,1
"652",0,1,0,0,1,0
"653",1,1,0,0,1,0
"654",0,1,1,0,1,0
"655",0,1,1,0,1,0
"656",0,1,1,0,1,0
"657",0,1,1,0,1,1
"658",0,1,1,0,1,1
"659",0,1,1,0,1,1
"660",0,1,1,0,1,1
"661",0,1,1,0,1,1
"662",0,1,0,0,1,0
"663",0,1,0,0,1,0
"664",0,1,0,0,1,0
"665",0,1,0,0,1,0
"666",0,1,1,0,1,0
"667",0,1,1,0,1,1
"668",0,1,1,0,1,1
"669",0,1,1,0,1,1
"670",0,1,1,0,1,1
"671",0,1,1,0,1,1
"672",0,0,0,0,1,0
"673",0,0,0,0,1,0
"674",1,0,0,0,1,0
"675",0,0,0,0,1,0
"676",0,0,0,0,0,0
"677",0,0,0,0,1,1
"678",0,0,0,0,1,1
"679",0,0,0,0,1,1
"680",0,0,0,0,0,1
"681",0,0,0,0,0,1
"682",1,1,0,1,1,0
"683",0,1,0,1,1,0
"684",0,1,0,1,1,0
"685",0,1,0,1,1,0
"686",0,1,0,1,1,0
"687",1,1,0,1,1,1
"688",1,1,0,1,1,1
"689",0,1,0,1,1,1
"690",0,1,0,1,1,1
"691",0,1,0,1,1,1
"692",1,0,0,0,1,0
"693",1,0,0,0,1,0
"694",0,0,0,0,1,0
"695",0,0,1,0,1,0
"696",0,0,1,0,1,0
"697",1,0,1,0,1,1
"698",1,0,1,0,1,1
"699",0,0,1,0,1,1
"700",0,0,1,0,1,1
"701",0,0,1,0,1,1
"702",1,0,1,0,1,0
"703",1,0,1,0,1,0
"704",1,0,1,0,1,0
"705",0,0,1,0,1,0
"706",0,0,1,0,1,0
"707",0,0,1,0,1,1
"708",0,0,1,0,1,1
"709",0,0,1,0,1,1
"710",0,0,1,0,1,1
"711",0,0,1,0,1,1
"712",0,0,0,1,1,0
"713",1,0,0,1,1,0
"714",1,0,0,1,1,0
"715",1,0,0,1,1,0
"716",1,0,0,1,1,0
"717",1,0,0,1,1,1
"718",1,0,0,1,1,1
"719",1,0,0,1,1,1
"720",0,0,0,1,1,1
"721",1,0,0,1,1,1
"722",1,1,0,1,1,0
"723",1,1,0,1,1,0
"724",1,0,0,1,1,0
"725",1,1,0,1,1,0
"726",1,1,0,1,1,0
"727",0,1,0,1,1,1
"728",0,1,0,1,1,1
"729",1,0,0,0,1,1
"730",1,0,0,0,1,1
"731",1,1,0,0,1,1
"732",0,0,0,1,1,0
"733",1,0,0,1,1,0
"734",1,0,0,1,1,0
"735",1,0,0,1,1,0
"736",1,0,0,1,1,0
"737",1,0,0,1,1,1
"738",1,0,0,0,1,1
"739",0,0,1,0,1,1
"740",1,0,1,0,1,1
"741",1,0,1,0,1,1
"742",0,0,0,0,1,0
"743",0,0,0,0,1,0
"744",0,0,0,0,1,0
"745",0,0,0,0,1,0
"746",0,1,0,0,1,0
"747",0,0,0,0,1,1
"748",1,0,0,0,1,1
"749",0,0,0,0,1,1
"750",1,0,1,0,1,1
"751",0,0,1,0,1,1
"752",0,1,0,1,1,0
"753",0,1,0,1,1,0
"754",0,1,0,1,1,0
"755",0,1,0,1,1,0
"756",0,1,0,1,1,0
"757",0,1,0,1,1,1
"758",0,1,0,0,1,1
"759",0,1,0,0,1,1
"760",1,1,0,0,1,1
"761",1,1,0,0,1,1
"762",0,1,1,1,1,0
"763",1,1,1,1,1,0
"764",0,1,0,1,1,0
"765",0,1,0,1,1,0
"766",0,1,0,1,1,0
"767",0,1,0,1,1,1
"768",0,1,0,1,1,1
"769",0,1,0,1,1,1
"770",0,1,0,1,1,1
"771",0,1,0,1,1,1
"772",1,1,0,1,1,0
"773",1,1,0,1,1,0
"774",0,1,0,1,1,0
"775",1,1,0,1,1,0
"776",1,1,0,1,1,0
"777",0,1,0,1,1,1
"778",0,1,0,1,1,1
"779",0,1,0,0,1,1
"780",0,1,0,0,1,1
"781",1,1,0,0,1,1
"782",0,0,0,1,0,0
"783",0,1,0,1,1,0
"784",0,1,0,1,0,0
"785",0,1,0,1,0,0
"786",0,1,0,1,1,0
"787",0,1,0,1,0,1
"788",0,1,0,0,1,1
"789",0,0,0,0,1,1
"790",0,0,0,0,1,1
"791",0,1,0,0,1,1
"792",1,1,0,1,1,0
"793",1,1,0,1,1,0
"794",1,0,0,0,1,0
"795",1,1,0,0,1,0
"796",1,1,1,0,1,0
"797",1,1,1,0,1,1
"798",1,1,1,0,1,1
"799",1,1,1,0,1,1
"800",1,1,1,0,1,1
"801",1,1,1,0,1,1
"802",0,0,1,1,1,0
"803",0,0,1,1,1,0
"804",0,0,1,1,1,0
"805",0,0,1,1,1,0
"806",0,0,1,1,1,0
"807",0,0,0,1,0,1
"808",0,0,0,1,1,1
"809",0,0,0,1,0,1
"810",0,0,0,1,0,1
"811",0,0,0,1,0,1
"812",0,0,0,0,1,0
"813",1,0,0,0,1,0
"814",1,0,0,0,1,0
"815",0,0,0,0,1,0
"816",0,0,0,0,1,0
"817",0,0,0,0,1,1
"818",0,0,0,0,1,1
"819",0,0,0,0,1,1
"820",0,0,0,0,1,1
"821",0,0,0,0,1,1
"822",1,0,0,1,1,0
"823",0,0,0,1,1,0
"824",1,0,0,1,1,0
"825",1,0,0,1,1,0
"826",1,0,0,1,1,0
"827",1,0,0,1,1,1
"828",1,0,0,1,1,1
"829",0,0,0,1,0,1
"830",1,0,0,1,1,1
"831",0,0,0,1,1,1
"832",1,0,0,1,1,0
"833",1,0,0,1,1,0
"834",1,0,0,1,1,0
"835",1,0,0,1,1,0
"836",1,0,0,1,1,0
"837",1,0,0,0,1,1
"838",1,0,0,0,1,1
"839",1,0,0,0,1,1
"840",1,0,0,0,1,1
"841",1,0,0,0,1,1
"842",1,0,0,0,0,0
"843",0,0,0,0,1,0
"844",1,0,0,0,1,0
"845",0,0,0,0,1,0
"846",0,0,0,0,0,0
"847",0,0,0,0,0,1
"848",0,0,0,0,1,1
"849",1,0,0,0,0,1
"850",1,0,1,0,1,1
"851",0,0,1,0,1,1
"852",0,0,0,0,1,0
"853",0,0,1,0,1,0
"854",0,0,1,0,1,0
"855",0,0,1,0,1,0
"856",0,0,1,0,1,0
"857",0,0,1,0,1,1
"858",0,0,1,0,1,1
"859",0,0,1,0,1,1
"860",0,0,1,0,1,1
"861",0,0,1,0,1,1
"862",1,0,0,1,1,0
"863",1,0,0,1,1,0
"864",0,0,0,1,1,0
"865",0,0,0,1,1,0
"866",0,0,0,1,1,0
"867",0,0,0,1,1,1
"868",0,0,0,1,1,1
"869",1,0,0,1,1,1
"870",0,0,0,1,1,1
"871",1,0,0,0,1,1
"872",1,1,0,1,1,0
"873",1,1,0,1,1,0
"874",1,1,0,1,1,0
"875",1,1,0,1,1,0
"876",1,1,0,1,1,0
"877",1,0,0,1,1,1
"878",1,1,0,1,1,1
"879",1,1,0,1,1,1
"880",1,1,0,1,1,1
"881",1,1,0,1,1,1
"882",0,1,0,0,1,0
"883",1,1,0,0,1,0
"884",0,1,0,0,1,0
"885",0,1,1,0,1,0
"886",1,1,1,0,1,0
"887",0,1,1,0,1,1
"888",1,1,1,0,0,1
"889",0,1,1,0,1,1
"890",1,1,1,0,1,1
"891",0,1,1,0,1,1
"892",0,1,0,1,1,0
"893",0,1,0,1,1,0
"894",0,1,0,1,1,0
"895",0,1,0,1,1,0
"896",0,1,0,1,1,0
"897",1,0,0,1,1,1
"898",1,0,0,1,1,1
"899",1,1,0,0,1,1
"900",1,0,0,0,1,1
"901",1,0,0,0,1,1
"902",1,0,0,0,1,0
"903",1,0,0,0,0,0
"904",1,1,0,0,1,0
"905",1,0,0,0,0,0
"906",1,1,0,0,1,0
"907",1,1,0,0,0,1
"908",1,1,0,0,0,1
"909",1,1,0,0,1,1
"910",1,1,0,0,0,1
"911",1,1,1,0,1,1
"912",0,1,0,1,1,0
"913",0,1,0,1,1,0
"914",0,1,0,1,1,0
"915",0,1,0,1,1,0
"916",1,1,0,1,1,0
"917",1,1,0,1,1,1
"918",1,1,0,1,1,1
"919",1,1,0,1,1,1
"920",0,1,0,1,1,1
"921",0,1,0,1,1,1
"922",0,0,0,1,1,0
"923",1,0,0,1,1,0
"924",1,0,0,1,1,0
"925",0,0,0,1,1,0
"926",0,0,0,1,1,0
"927",1,0,0,1,1,1
"928",1,1,0,1,1,1
"929",0,0,0,1,1,1
